 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
 bangalore|bangalore south(banashankari)|kadugodi|33834|JYOTHIGRAMA|Anganwadi|co-ed|kannada|8th Cross, Horamavu Post, K.R.Puram Hobli, Bangalore South-4|Janatha Colony|560043|Inside G.K.L.P.S Janatha Colony(Jyothi Grama)|Yellow Colour Building & Stone Compound|294 B, 294 C, 302 G|Blue Colour Door|POINT(77.65473 13.03174)
 bangalore|bangalore south(banashankari)|kaggalipura|29651|RAMAGODLU|Anganwadi|co-ed|kannada|Kanakapura Main Road, Bolare Post, Uttarahalli Hobli, Bangalore South|Ravagodlu|560082|Opp Shahakari Bank|In Front Play Ground|213||POINT(77.49961 12.74778)
 bangalore|bangalore south(banashankari)|uttrahalli|30689|VASANTHAPURA|Anganwadi|co-ed|kannada|Vasanthpura, Bangalore Sount, Uttarahalli Hobli, Subramanyapura Post|Vasanthpura|560061|Near Vasantha Vallaba Swamy Temple|Compound Wall With No Play Ground|210E, 210B||POINT(77.55101 12.89444)
 bangalore|bangalore south(banashankari)|uttrahalli|30695|TALAGHATTAPURA 1|Anganwadi|co-ed|kannada|1st Cross, Talaghattapura Post, Kanakapura Main Road||560062|KEB|Cream Colour Building|211C, 212, 213|Small Play Ground|POINT(77.5389 12.86878)
 bangalore|bangalore south(banashankari)|uttrahalli|30700|UTTARAHALLI|Anganwadi|co-ed|kannada|Uttarahalli Masjid Road, Subramanyapura Post||560061|Near Arogya Kendra Uttarahalli|Compound With Playground||White Colour Building|POINT(77.54375 12.90718)
 bangalore|bangalore south(banashankari)|uttrahalli|30705|UTTRAHALLI A.K COLONY|Anganwadi|co-ed|kannada|Uttarahalli, Subramanyapura Post||560061|Near Uttarahalli Bus Stand|Compound with No Playground|210 E, 210 D|Pink Colour Building|POINT(77.54329 12.90483)
 bangalore|bangalore south(banashankari)|uttrahalli|30710|GUBBALAALA|Anganwadi|co-ed|kannada|Subramanyapura Post|Gubbalala|560061|Backside GHPS|Pink Building|210C|Without Play Ground|POINT(77.54174 12.88543)
 bangalore|bangalore south(banashankari)|varthur|30712|GARUDACHARPALYA|Anganwadi|co-ed|kannada|White Field Road, Mahadevapura Post, Bangalore|Garudacharpalya|560048|Beside Samudaya Bhavana Building|Yellow Colour Building & Blue Colour Door|304, 306, 307, 504|Beside Big Water Tank|POINT(77.42905 12.98508)
 bangalore|bangalore south(banashankari)|uttrahalli|30716|RAGHUNAHALLI|Anganwadi|co-ed|kannada|Raghuna Halli, Kanakapura Main Road|Raghuna Halli|560062|Vidya Sagar School Back Side|White Building|211212213|Small Play Ground|POINT(77.54679 12.88011)
 bangalore|bangalore south(banashankari)|uttrahalli|30721|BANJARAPALYA|Anganwadi|co-ed|kannada||Banjara Palya|560062|Banjara Palya Bus Stop|Cream Colour Building|216A|No Play Ground & No Compound|POINT(77.48527 12.82949)
 bangalore|bangalore south(banashankari)|uttrahalli|30722|MARUTHINAGARA 1|Anganwadi|co-ed|kannada|Gubbalala Dakhaley||560061|Maruthi Nagar Water Tank|Cream Colour Building|210C|Small Play Ground|POINT(77.54791 12.88837)
 bangalore|bangalore south(banashankari)|uttrahalli|30736|MUNIRAMAIAH COLONY|Anganwadi|co-ed|kannada|Talaghattapura Post, Kanakapura Main Road|Muni Ramaiah Colony|560062|Vajra Dhaba|Cream Colour Building|211, 212, 213|No Compound & No Play Ground|POINT(77.53278 12.86491)
 bangalore|bangalore south(banashankari)|konnana kunte|30789|HULIMAVU|Anganwadi|co-ed|kannada|1st main Road,1st Cross Hulimav,Bannerghatta Road|Hulimav|560076|Beside Water Tank|Inside Normal House|369|No Compound,Paly Ground|POINT(77.60256 12.88004)
 bangalore|bangalore south(banashankari)|varthur|30943|GANDHIPURA|Anganwadi|co-ed|kannada|White Field Post,Varthur Post|Gandhipura|560066|Immadi Halli Cross|GKHPS Gandhipura In Side|320B|Cream Colour Building|POINT(77.75297 12.96974)
 bangalore|bangalore south(banashankari)|varthur|30976|SURHUNASE BADAVANE|Anganwadi|co-ed|kannada|Varthur Post,Varthur Cross,Madura Nagar 2nd Phase|Sorahunse Layout|560097|Opp Sorahunse Layout Bus Stop|No Compound,No Plar Ground|329C,328E|Cream Colour Building|POINT(77.76149 12.94002)
 bangalore|bangalore south(banashankari)|varthur|30987|VARTHUR 1|Anganwadi|co-ed|kannada|Varthur Post,Varthur Mai Road|Varthur|560087|Girls Hostel|No Compound,No Plar Ground|504,600,327B|Cream Colour Building|POINT(77.74766 12.93895)
 bangalore|bangalore south(banashankari)|konnana kunte|31062|DODDAKAMMANAHALLI|Anganwadi|co-ed|kannada|Gottigere Post,Bannerghatta Road|Doddakamana Halli|560083|Next Doddakamana Halli Bus Stop|in Compound Of GKPS Doddakamana Halli|369E||POINT(77.59962 12.85848)
 bangalore|bangalore south(banashankari)|konnana kunte|31064|PILLAGANAHALLI|Anganwadi|co-ed|kannada|Pillegana Halli,Bannerghatta Road,Bangalore|Pillegana Halli|560083||Cream Colour Building With Out Compound|367F,365||POINT(77.58134 12.84842)
 bangalore|bangalore south(banashankari)|thavare kere|31082|GANAPATHIHALLI|Anganwadi|co-ed|kannada|Janatha Colony, Chunchanaguppe Post, Tavarekere Hobli|Ganapathihalli|562130|Near Ganapathihalli Bus Stop|No Compound & No Play Ground|377, 227 N|Light Pink Colour Building|POINT(77.39412 12.91304)
 bangalore|bangalore south(banashankari)|konnana kunte|31091|GUTTIGERE COLONY|Anganwadi|co-ed|kannada|Vivers Colony,Gottigere Post,1st Main,Bannerghatta Road|Gottigere Colony|560083||Inside GHPS Compound|365P,365E,366C||POINT(77.58484 12.84331)
 bangalore|bangalore south(banashankari)|uttrahalli|31132|YADALAMNAGARA|Anganwadi|co-ed|kannada|Yadalam Nagar, Subramanyapura Post, Uttarahalli|Yadalam Nagar|560061|Near GKHPS|No Compound Wall Without Play Ground|210E||POINT(77.54685 12.89491)
 bangalore|bangalore south(banashankari)|uttrahalli|31137|SHREERAMACHANDRAPURA|Anganwadi|co-ed|kannada|Ramachandrapura, Subramanyapura Post|Uttarhalli|560061|Muthumariyamma Temple|White Colour Building|45 D|No Compound Wall with No Playground|POINT(77.54351 12.91715)
 bangalore|bangalore south(banashankari)|uttrahalli|31155|BHUVANESHWARINAGARA|Anganwadi|co-ed|kannada|Bhuvaneshwari Nagar, Uttarahalli Circle, Subramanyapura Post|Bhuvaneshwari Nagar|560061|Near Thurvekere Lake|Compound Wall Without Play Ground|210D|White & Yellow Colour Building|POINT(77.54189 12.89483)
 bangalore|bangalore south(banashankari)|uttrahalli|31160|AREHALLI|Anganwadi|co-ed|kannada|Harehalli, Uttarahalli|Harehalli||Near Government School|No Compound Wall with Small Playground|375|White Painted Wall|POINT(77.53827 12.91187)
 bangalore|bangalore south(banashankari)|varthur|31314|TABARAHALLI|Anganwadi|co-ed|kannada|White Field Post,Varthur main Road|Tubara Halli|560066|Near Tubara Halli Bus Stop|White Colour Compound,No Play Ground|500600504|GKLPS Tubara Halli  Inside|POINT(77.72119 12.9557)
 bangalore|bangalore south(banashankari)|varthur|31365|KUNDALAHALLI|Anganwadi|co-ed|kannada|Kunudala Halli Post|Kundala halli|560037|Madadamm Temple Back Side|Cream Colour Building|335,502,333B|Temple Inside Compound|POINT(77.71881 12.96833)
 bangalore|bangalore south(banashankari)|uttrahalli|31386|LAKSHMIPURA NAVAGRAMA|Anganwadi|co-ed|kannada|Kanakapura Main Road, Agara Grama Panchayath, Kengeri Hobli|Lakshmi Navagrama|560062|Cream Colour Water Tank|White Colour Building|211, 213|No Compound & No Play Ground|POINT(77.51868 12.83236)
 bangalore|bangalore south(banashankari)|uttrahalli|31401|AGARA|Anganwadi|co-ed|kannada|Tattaguni Post, Kengeri Hobli|Agara|560062|Near Anjaneya Temple|Cream Colour Building|212|No Play Ground & No Compound|POINT(77.48739 12.84418)
 bangalore|bangalore south(banashankari)|uttrahalli|31465|GANIGARAPALYA|Anganwadi|co-ed|kannada|Kanakapura Road, Hosahalli|Ganigara Palya|560062|Near Dasavanna Temple|Cream Colour Building|217, 221D|No Compound & No Play Ground|POINT(77.53173 12.8739)
 bangalore|bangalore south(banashankari)|uttrahalli|31468|VADERAHALLI(UTTARAHALLI)|Anganwadi|co-ed|kannada|Tatt Guni Post, Kengeri Hobli|Vadera Halli|560062|Vadera Halli Bus Stop|White Colour & Small Play Ground|212, 213||POINT(77.52634 12.83536)
 bangalore|bangalore south(banashankari)|uttrahalli|31476|TATAGUNI-|Anganwadi|co-ed|kannada|Agara Main Road, Kengeri Hobli, Tattaguni Post|Chikka Tattaguni|560062|Jai Hanuman Clinic|Cream Colour Building|212|No Compound & No Play Ground|POINT(77.51415 12.84514)
 bangalore|bangalore south(banashankari)|uttrahalli|31480|LAKSHMIPURA(UTTRAHALLI)|Anganwadi|co-ed|kannada|Agara Grama Panchayath, Kanakapura Main Road|Lakshmi Pura|560062|Lakshmi Pura Bus Stop|Cream Colour Building 1st Floor|211, 213|No Play Ground & No Compound|POINT(77.5134 12.8348)
 bangalore|bangalore south(banashankari)|uttrahalli|31485|SALUDODDI|Anganwadi|co-ed|kannada|Kanakapura Main Road, Tatt Guni Post|Saludoddi|560082|Auto Fleev (Ravi Shankar Ashram)|Cream Colour Building|211, 213|No Compound & No Play Ground|POINT(77.50779 12.83048)
 bangalore|bangalore south(banashankari)|uttrahalli|31486|VAJARAHALLI(UTTRAHALLI)|Anganwadi|co-ed|kannada|Talaghatta Pura Post, Kanakapura Main Road|Vajar Halli|560062|Government School Back Side|White Colour Building|211212213|Small Play Ground|POINT(77.54228 12.87368)
 bangalore|bangalore south(banashankari)|varthur|31519|NAGONDANAHALLI|Anganwadi|co-ed|kannada|Immadi Halli Post|Nagondana Halli|560066|Shiva Kuntamma Temple Road|No Compound,No Plar Ground||White Colour Building Gown Style|POINT(77.76743 12.97582)
 bangalore|bangalore south(banashankari)|varthur|31521|NELLURAHALLI|Anganwadi|co-ed|kannada|White Field Post|Nallura Halli|560066||Cream Colour Building|||POINT(77.73266 12.9697)
 bangalore|bangalore south(banashankari)|thavare kere|33746|SULIVARA|Anganwadi|co-ed|kannada|Chikkanahalli Post, Tavarekere Hobli|Sulivara|562130|Near Sulivara Bus Stop|Pink Colour Building|242 V, 227, 227 N, 227 K, 227 V|No Compound & No Play Ground|POINT(77.3625 12.90247)
 bangalore|bangalore south(banashankari)|thavare kere|33748|CHUNCHANA KUPPE|Anganwadi|co-ed|kannada|Chunchanguppe Post, Thaverekere Hobli, Bangalore|Chunchanguppe|562130|Inside G.K.H.P.S Chunchanguppe|Yellow Colour Building|227 A, 227 B, 227 C, 227 D|Shutter Door|POINT(77.38599 12.90994)
 bangalore|bangalore south(banashankari)|varthur|33749|IMMADIHALLI|Anganwadi|co-ed|kannada|Immadi Halli Post|Immadi Halli|560066|Immadi Halli Ashwath Katte|No Compound,No Plar Ground|320A,320B,324A,324B|White Colour Building Gown Style|POINT(77.76178 12.96472)
 bangalore|bangalore south(banashankari)|thavare kere|33752|S.GOLLAHALLI|Anganwadi|co-ed|kannada|Chikkanahalli Post, Tavarekere Hobli|S.Gollahalli|562130|Opposite S.Gollahalli Bus Stop|Green Colour Building|242 W, 227 U, 227 Z, 227 A|No Play Ground & No Compound|POINT(77.36291 12.89529)
 bangalore|bangalore south(banashankari)|varthur|33755|VIJAYNAGAR|Anganwadi|co-ed|kannada|Immadi Halli Post|Vijaya Nagar|560066|Near Vinayaka Temple|No Painted Compound,Small Play Ground|No Bus|Cream Colour Building|POINT(77.75634 12.97684)
 bangalore|bangalore south(banashankari)|thavare kere|33758|GOPALNAGARA|Anganwadi|co-ed|kannada|Ramohalli Post, Thavarekere Hobli, Bangalore|Gopalnagar|560060|Inside G.K.H.P.S Gopalnagar|Yellow Colour Building|227 T|Blue Colour Door|POINT(77.41644 12.87741)
 bangalore|bangalore south(banashankari)|varthur|33759|AMBEDKAR NAGAR 2ND|Anganwadi|co-ed|kannada|White Field Post|Ambedkar Nagar 2|560066|Near Sri Lakshmi Venkteshwar Stor|No Compound,No Plar Ground||White Colour Building Gown Style|POINT(77.75343 12.98001)
 bangalore|bangalore south(banashankari)|varthur|33763|BASAVANNA NAGARA 22|Anganwadi|co-ed|kannada|Mahadevapura Post|Basavanna Nagar|560048|Next Eshwara Temple|Cream Colour Building||G.K.L.P.S Basavanna Nagar Back Side|POINT(77.71941 12.98383)
 bangalore|bangalore south(banashankari)|thavare kere|33764|KOLUR|Anganwadi|co-ed|kannada|Ramohalli Post, Thavarekere Hobli, Bangalore|Koluru|560060|Opposite Koluru Bus Stop|Blue Colour Building|227 R, 227 D|Green Colour Door|POINT(77.41281 12.89116)
 bangalore|bangalore south(banashankari)|thavare kere|33767|CHIKKANA HALLI|Anganwadi|co-ed|kannada|Chikkanahalli Post, Tavarekere Hobli|Chikkanahalli|562130|Opposite Chikkanahalli Bus Stop|Light Pink Colour Building|242 W, 227 U, 227 Z, 227 A|No Compound & No Play Ground|POINT(77.35535 12.8814)
 bangalore|bangalore south(banashankari)|konnana kunte|33768|AVALAHALLI -2|Anganwadi|co-ed|kannada|Anjanapura Main Road, Anjanpura Post, Uttarahalli Hobli, Bangalore South|Avalahalli|560062|Near Big Masjid||215A,215B||POINT(77.56696 12.8723)
 bangalore|bangalore south(banashankari)|thavare kere|33769|HULUVENAHALLI|Anganwadi|co-ed|kannada|Chunchanaguppe Post, Tavarekere Hobli|Hulivenahalli|562130|Opposite Hulivenahalli Bus Stop|G.K.H.P.S Hulivenahalli In Side|242 P, 227 E, 227 V|Cream Colour Building|POINT(77.36391 12.92015)
 bangalore|bangalore south(banashankari)|uttrahalli|33772|CHOUDESHWARI NAGARA|Anganwadi|co-ed|kannada|Chowdeshwari Nagar, Tattaguni Post|Chowdeshwari Nagar|560062|Back Side Chowdeshwari Temple|No Compound|212|No Play Ground|POINT(77.51901 12.84901)
 bangalore|bangalore south(banashankari)|konnana kunte|33773|ANJANAPURA|Anganwadi|co-ed|kannada|Amruth Nagar Main Road, Anjanpura Post, Uttarahalli Hobli, Bangalore South|Anjanapura|560062|Left Side BBMP Office||215,215D||POINT(77.56469 12.86233)
 bangalore|bangalore south(banashankari)|thavare kere|33776|BYALALU|Anganwadi|co-ed|kannada|Chunchanguppe Post, Thaverekere Hobli, Bangalore|Byalalu|562130|Near Byalalu Bus Stop & Near Ashwath Katte|Yellow Colour Building & Blue Colour Door & White Colour Compound & Blue Colour Gate|227 A, 227 V, 227 M|Sheet Building|POINT(77.37817 12.89415)
 bangalore|bangalore south(banashankari)|thavare kere|33778|CHANDRAPPA CIRCLE|Anganwadi|co-ed|kannada|Chunchana Guppe Post,Tavarekare Hobli|Chandrappa Circle|562130|Chandrappa Circle Bus Stop|White Colour Compound,No Play Ground|227A-Z|Cream Colour Building|POINT(77.37342 12.91026)
 bangalore|bangalore south(banashankari)|thavare kere|33779|MADA PATTANA|Anganwadi|co-ed|kannada|Chunchanaguppe post,tavarekere hobli|Madapattana|562130|Opposite to Madapattana bus stop|No compouund,no playground|227L,242M|Cream colour building|POINT(77.36213 12.93509)
 bangalore|bangalore south(banashankari)|konnana kunte|33781|PUTTENAHALLI|Anganwadi|co-ed|kannada|GKHPS, PUTTENAHALLI  Main road,JP Nagar 7th Phase|PUTTENAHALLI|560078|Inside GKHPS|Compound With Play Ground|215H||POINT(77.58222 12.89754)
 bangalore|bangalore south(banashankari)|varthur|33784|PATTANDURA AGRAHARA|Anganwadi|co-ed|kannada|White Field Post|Pattandur|560066||GKPLS Pattandur Inside||Cream Colour Building|POINT(77.73333 12.98146)
 bangalore|bangalore south(banashankari)|thavare kere|33785|KODASIDDANA PALYA|Anganwadi|co-ed|kannada|Chunchanaguppe post,tavarekere hobli|Kodasiddanapalya|562130||White colour building|240P,X,XA|White colour compound,no play ground|POINT(77.37159 12.93248)
 bangalore|bangalore south(banashankari)|konnana kunte|33790|AVALAHALLI BDA COTRAS|Anganwadi|co-ed|kannada|Mahatma Gandhi Nagar, Avalahalli BDA Layout, JP Nagar, 9th Phaser, Anjanpura Post|Avalahalli BDA Quarters|560062|Backside Masjid||215B||POINT(77.56 12.87227)
 bangalore|bangalore south(banashankari)|varthur|33791|AMBEDKAR NAGAR 1ST|Anganwadi|co-ed|kannada|2nd Cross,White Field Post|Ambedkar Nagar|560066|Ambedkar Nagar Church Back Side|White Colour Compound,No Play Ground||Pink Colour Building|POINT(77.75446 12.97839)
 bangalore|bangalore south(banashankari)|konnana kunte|33801|KEMBATTAHALLI|Anganwadi|co-ed|kannada|Bannerghatta Road, Gottigere Post, Bangalore South - 3|Kembattahalli|560083|Near Kembattahalli G.K.H.P.S||367 B||POINT(77.57655 12.85646)
 bangalore|bangalore south(banashankari)|thavare kere|33807|SUBBARAYAPPANA PALYA|Anganwadi|co-ed|kannada|Ramohalli Post, Thavarekere Hobli, Bangalore|Subbarayappanapalya|560060|Beside Samudaya Bhavan|White Colour Building & Yellow Colour Door|227 R, 227 C|Sheet Building|POINT(77.42009 12.87874)
 bangalore|bangalore south(banashankari)|konnana kunte|33823|KONANKUNTE|Anganwadi|co-ed|kannada|Konanakunte Post, Uttarahalli Hobli, Bangalore South - 3|Konanakunte|560062|Behind Konanakunte Post Office||215||POINT(77.56885 12.8868)
 bangalore|bangalore south(banashankari)|konnana kunte|33831|TIPPASANDRA|Anganwadi|co-ed|kannada|Kanakapura Main Road, Talaghatta Pura Post, Uttarahalli Hobli, Bangalore South|Thippasandra|560062|Opp Big Water Tank (Narayanapura 2nd Block)||215X||POINT(77.55699 12.87377)
 bangalore|bangalore south(banashankari)|konnana kunte|33837|CHANDRANAGAR|Anganwadi|co-ed|kannada|2nd A Cross, 8th Main Road, 2nd Stage, Kumarswami Layout|Chandranagar|560078|In Side Shaneshwara Temple||210 X||POINT(77.56402 12.90115)
 bangalore|bangalore south(banashankari)|konnana kunte|33842|YALACHENAHALLI|Anganwadi|co-ed|kannada|Kanakapura Main Road, Post Office Road|Yelachenahalli|560078|Below Post Office||211, 212, 213, 214, 215||POINT(77.57094 12.89999)
 bangalore|bangalore south(banashankari)|thavare kere|30505|KURUBARAHALLI|Anganwadi|co-ed|kannada|Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore|Kurubarahalli|562130|Behind Anjaneya Swamy Temple|Yellow Colour Building|242 A, 242 B, 242 Z|Green Colour Door & Compound Inside Eight Coconut Trees|POINT(77.40798 12.97349)
 bangalore|bangalore south(banashankari)|thavare kere|34015|SHANTHINAGAR|Anganwadi|co-ed|kannada|Chikkanahalli Post, Tavarekere Hobli|Shanthinagar|562130|Opposite Shanthinagar Bus Stop|G.K.L.P.S Shanthinagar In Side|242 W, 227 U, 227 Z, 227 A|Light Pink Colour Building|POINT(77.34667 12.87954)
 bangalore|bangalore state|gavipura guttahalli|30543|SRINAGAR 1|Anganwadi|co-ed|kannada|5th Cross, 10th Main, T.R. Shamanna Nagar|Srinagar|560050|Near Ganapathi Temple||36 A, 36 B, 37, 10||POINT(77.55118 12.94362)
 bangalore|bangalore state|gavipura guttahalli|30667|VINYAKNAGAR|Anganwadi|co-ed|kannada|Shankarnaga Circle, Corporation Building, Mallige Raod|Vinayakanagar||Beside Vinayaka Temple|Infront Playground|43 A||POINT(77.55952 12.93602)
 bangalore|bangalore state|gavipura guttahalli|30674|GIRI NAGARA|Anganwadi|co-ed|kannada|No. 405, 12th Cross, Kasuribaa Colony, BSK 3rd Stage|Girinagargutte|560085|Beside G.K.L.P.S Girinagargutte|White Colour Building|36 B||POINT(77.5375 12.94163)
 bangalore|bangalore state|gavipura guttahalli|30682|AVALAHALLI  2|Anganwadi|co-ed|kannada|Kempegowda Yuvakara Sangha, 5th Cross, Avalahalli New Colony|Avalahalli|560026|Near Kalikamba Temple|Green Colour Building|36 A, 36 B, 37, 10|Inside Dodca Dairy|POINT(77.54272 12.94566)
 bangalore|bangalore state|gavipura guttahalli|30690|GANAPATHI NAGAR|Anganwadi|co-ed|kannada|9th Cross, Hosakerehalli Main Road, Girinagar 3rd Phase, Mysore Road|Ganapathinagar|560026|Behind Ganapathi Temple||36 B||POINT(77.53903 12.9458)
 bangalore|bangalore state|gavipura guttahalli|30713|AVALAHALLI 1|Anganwadi|co-ed|kannada|3rd Cross, Vinoba Colony, Jalageramma Temple Street|Avalahalli|560026|Near Mulakattamma Temple|Ambedkar Bhavan Building & Infront Flag Post|36 A, 36 B, 37, 10|Yellow Colour Building & Yellow Colour|POINT(77.54614 12.94389)
 bangalore|bangalore state|gavipura guttahalli|31066|HOSSAKERE HALLI|Anganwadi|co-ed|kannada|9th Main Road, Raghavendra Swamy Temple Road, BSK 3rd Stage|Hosakerehalli|560085|Near Ragavendra Swamy Temple||13 J, 34, 43 B||POINT(77.53811 12.93162)
 bangalore|bangalore state|gavipura guttahalli|31078|KALIDAS NAGAR|Anganwadi|co-ed|kannada|4th Main, 7th Block, BSK 3rd Stage, Hosakerehalli|Kalidasnagar|560085|Near Ragavendra Swamy Temple|BWSSB Building|13 J, 34, 43 B||POINT(77.53974 12.93121)
 bangalore|bangalore state|gavipura guttahalli|31406|R K BLOCK|Anganwadi|co-ed|kannada|K.S Colony 2nd Cross, 2nd Block|Thyagarajanagar|560028|Near T.R.Nagar Bus Stop||31 E, 210 P||POINT(77.56805 12.93225)
 bangalore|bangalore north (yelahanka)|kadugondanahalli|30586|KACHARKANAHALLI|Anganwadi|co-ed|kannada|1st Main Road, H.B.R.Layout, 1st Block, 1st Stage|Kacharkanahalli|560043|Behind Om Shakthi Temple|White Colour Building|296|White Colour Building|POINT(77.62914 13.02113)
 bangalore|bangalore south(banashankari)|uttrahalli|33981|TUREHALLI|Anganwadi|co-ed|kannada|Thurehalli Colony, Uttarahalli, Bangalore South-1||||No Compound Wall With No Painted Building|210||POINT(77.53511 12.89183)
 bangalore|anekal taluk|haragadde|29564|SIDIHOSAKOTE|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Siddihosakote|562106|Siddihosakote Bus Stop|No Compound & No Play Ground|361|Cream Colour Building|POINT(77.68699 12.72954)
 bangalore|anekal taluk|sarjapura|29570|THINDLU|Anganwadi|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Thindlu|562125|Beside Thindlu Bus Stop|GKHPS Thindlu Inside|342E-Z, KSRTC|Cream Colour Building|POINT(77.80864 12.86298)
 bangalore|anekal taluk|sarjapura|29576|KOOTHAGANAHALLI|Anganwadi|co-ed|kannada|Nerige Post, Anekal Taluk, Sarjapur Hobli|Kuthagana Halli|562125|Behind Kuthagana Halli Bus Stop|Yellow Colour Building|342323||POINT(77.80237 12.88838)
 bangalore|anekal taluk|sarjapura|30380|KAMANA HALLI|Anganwadi|co-ed|kannada|Kuguru Post, Sarjapura Hobli, Anekal Taluk|Kamanahalli|562125|Near Kamanahalli Bus Stop|Cream Colour Building|323 B, 323 A||POINT(77.79811 12.90819)
 bangalore|anekal taluk|sarjapura|30383|BIKKANAHALLI|Anganwadi|co-ed|kannada|Bikkana Halli, Anekal Taluk, Sarjapur Hobli|Bikkana Halli|562125|Beside Bikkana Halli Bus Stop|Cream Colour Building|342B|GKLPS  Inside|POINT(77.76043 12.83815)
 bangalore|anekal taluk|sarjapura|30443|HANDENAHALLI|Anganwadi|co-ed|kannada|Handenahalli Post, Sarjapura Hobli, Anekal Taluk||562125|Behind Handenahalli Bus Stop|Cream Colour Building|349 A, 351 J, 360 J|Behind G.K.H.P.S Handenahalli|POINT(77.76613 12.82505)
 bangalore|anekal taluk|indlavadi|30806|KEMPUDOMMASANDRA|Anganwadi|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Kempadommasandra|562106|Behind Ashwath Katte|Cream Colour Compound||Cream Colour Building|POINT(77.70801 12.67428)
 bangalore|anekal taluk|hennagara|30807|YALLAMMANA PALYA|Anganwadi|co-ed|kannada|Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Yallammana Palya|562106|Opposite Venkataramana Swamy Temple|Green Colour Building|361|Green Colour Door & Sheet Building|POINT(77.68343 12.75264)
 bangalore|anekal taluk|hennagara|30809|JANTHA COLONY (KAVALHOSAHALLI)|Anganwadi|co-ed|kannada|Chandapura To Anekal Road, Sidi Hosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Janatha Colony (Kaval Hosahalli)|562106|Behinde G.K.L.P.S Janatha Colony (Kaval Hosahalli)|White Colour Building & Blue Colour Door|356 M, 361 C|Stone Compound & Sheet Building|POINT(77.70718 12.72896)
 bangalore|bangalore south(banashankari)|uttrahalli|31143|VADERAHALLI|Anganwadi|co-ed|kannada|Tataguni Post, Kengeri Hobli, Bangalore|Vaderahalli|560056|Near Vaderahalli Bus Stop|Pink Colour Building|212, 213|White Colour Compound And Small Play Ground|POINT(77.53 12.84)
 bangalore|anekal taluk|indlavadi|30812|KALANAYAKANAHALLI|Anganwadi|co-ed|kannada|Vanakanahalli Post, Anekal Taluk, Kasaba Hobli|Kalanayakanahalli|562106|Near Kalanayakanahalli Bus Stop|No Painted Building|K.S.R.T.C||POINT(77.689 12.67799)
 bangalore|anekal taluk|hennagara|30821|TATNAHALLI|Anganwadi|co-ed|kannada|Marasuru Post, Kasaba Hobli, Anekal Taluk, Bangalore|Thattanahalli|562106|Beside G.K.L.P.S Thattanahalli|Yellow Colour Building & Blue Colour Door||Yellow Colour Compound & Blue Colour Gate|POINT(77.72756 12.74568)
 bangalore|anekal taluk|sarjapura|31307|METNA HALLI|Anganwadi|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Matna Halli|562125|Behind Matna Halli Bus Stop|White Colour Sheet Building|KSRTC||POINT(77.82977 12.87192)
 bangalore|anekal taluk|sarjapura|31312|MAHAL CHOWDADENAHALLI|Anganwadi|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Mahal Chowda Denahalli|562125|Beside Mahal Chowda Denahalli Bus Stop|White Colour Building|399C,342M|Next GKLPS Mahal Chowda Denahalli|POINT(77.80769 12.87296)
 bangalore|anekal taluk|sarjapura|31320|PANDITHANA AGRAHARA|Anganwadi|co-ed|kannada|Kugur Post, Anekal Taluk, Sarjapur Hobli|Pandithana Agrahara|562125|Near Pandithana Agrahara Bus Stop|Cream Colour Building|||POINT(77.82711 12.88137)
 bangalore|anekal taluk|sarjapura|31324|RAJIVGANDHINAGARA|Anganwadi|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Rajiv Gandhi Nagar|562125|Near Rajiv Gandhi Nagar Bus Stop|No Painted Building|399C,342M||POINT(77.81512 12.88339)
 bangalore|anekal taluk|dommasanddra|31326|GONIGATTAPURA|Anganwadi|co-ed|kannada|Kuguru Post, Anekal Taluk, Sarjapura Hobli|Ghattapura|562125|Opposite Gonighattapura Bus Stop|Cream Colour Building|323 A, 323 B, 323 C, 323 M||POINT(77.78774 12.91297)
 bangalore|anekal taluk|sarjapura|31335|DODDATHIMMASANDRA|Anganwadi|co-ed|kannada|Sarjapur Post, Anekal Taluk, Sarjapur Hobli|Dodda Thimma Sandra|562125|Opp Dodda Thimma Sandra Bus Stop|Cream Colour Building|342L||POINT(77.80528 12.87993)
 bangalore|anekal taluk|sarjapura|31349|BHOVIPALYA|Anganwadi|co-ed|kannada|Nerige Post, Anekal Taluk, Sarjapur Hobli|Bhovi Palya|562125|Behind Bhovi Palya Bus Stop|White Colour Building|342323|Brown Colour Door|POINT(77.79784 12.89324)
 bangalore|anekal taluk|haragadde|31387|KUMBARANAHALLI|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post||||No Compound & No Play Ground|365P|Blue Colour Door|POINT(77.6613 12.74856)
