 district|block|cluster|schoolid|schoolname|category|gender|medium_of_inst|address|area|pincode|landmark|identification1|busroutes|identification2|latlong                  
-----------+-------------------------------+-----------------------------------+----------+---------------------------------------------+----------------------+--------+----------------+--------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------+----------------------+-------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+-----------------------------------------------+--------------------------------------------------------------------------------------+------------------------------------------
 bangalore|anekal taluk|dommasanddra|29565|THIPPASANDRA|Anganwadi|co-ed|kannada|Gunjuru Post, Anekal Taluk, Sarjapura Hobli|Thippasandra|560087|Near Blue Colour Water Tank|Home Style 1st Floor||White Colour Building|POINT(77.75202 12.91295)
 bangalore|anekal taluk|haragadde|29566|GOWRENAHALLI A|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Gowrena Halli|562106|Opp Gowrena Halli Bus Stop|Cream Colour Building & Flag|232236|Play Ground & White Colour Building|POINT(77.68061 12.72117)
 bangalore|anekal taluk|dommasanddra|29568|HALASA HALLI|Anganwadi|co-ed|kannada|Gunjuru Post, Anekal Taluk, Sarjapura Hobli|Halasahalli|560087|Near Ashwath Katte|Cream Colour Building||Next to G.K.L.P.S Halasahalli|POINT(77.7626 12.9234)
 bangalore|anekal taluk|haragadde|29581|SURAGAJAKKANAHALLI|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Suragajakkanahalli|562106|Suragajakkanahalli Bus Stop Opp Road|No Compound & No Play Ground|365P|Blue Colour Door|POINT(77.66714 12.73925)
 bangalore|anekal taluk|dommasanddra|30386|KATTARA GUPPE|Anganwadi|co-ed|kannada|Neriga Post, Anekal Taluk, Sarjapura Hobli|Kathariguppe|562125|Behind Kathariguppe Bus Stop|Cream Colour Building|323 J, 323 C, 323 K|No Compound, No Playground|POINT(77.76557 12.9149)
 bangalore|anekal taluk|dommasanddra|30389|ALE BOMASANDRA|Anganwadi|co-ed|kannada|Ambedkar Colony, Muthanallur Post, Sarjapura Hobli, Anekal Taluk, Bangalore South|Alibommasandra|567102|Near Yallamma Temple|White Colour Building|350, 350 B|Blue Colour Door|POINT(77.73519 12.81627)
 bangalore|anekal taluk|kasaba|30556|GERATIGANABELE|Anganwadi|co-ed|kannada|Geratiganabele Village, Samandur Post, Kasaba Hobli, Anekal Taluk|Geratiganabele|562106|Beside Anjaneya Temple|Yellow Colour Building||Blue Colour Door & Sheet Building|POINT(77.73275 12.67987)
 bangalore|anekal taluk|haragadde|30784|ADURU|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Kasba Hobli|Aduru|562106|Near Inganwadi Cross & Inganwadi Road|Cream Colour Building|372||POINT(77.65718 12.73321)
 bangalore|anekal taluk|haragadde|30786|SIDDANAPALYA|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Kasba Hobli|Siddana Palya|562106|Siddana Palya GHPS Inside|Cream Colour Compound & Play Ground||White Colour Building|POINT(77.66161 12.72482)
 bangalore|anekal taluk|kasaba|30787|NARAYANAPURA|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Narayanpura|562106|Near ESI Factory|Yellow Colour Building||Blue Colour Door|POINT(77.69355 12.70238)
 bangalore|anekal taluk|haragadde|30788|CHINNAYANAPALYA|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Kasba Hobli|Chinnaya Palya|562106|Opp Ashwath Katte|Chinnaya Palya GHPS Inside||Cream Colour Compound|POINT(77.65601 12.72301)
 bangalore|anekal taluk|haragadde|30790|SONNANAYAKNAPURA|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Kasba Hobli|Sonna Nayakanapura|562106|Near Inganwadi Cross & Road & Bannerghatta To Anekal|White Colour Building|||POINT(77.65825 12.729)
 bangalore|anekal taluk|kasaba|30794|D K BAGILU|Anganwadi|co-ed|kannada|Thali Road, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Doddakere Bagilu|562106|Near Chandrashekar Tent|Yellow Colour Building||Brown Colour Door|POINT(77.68917 12.71027)
 bangalore|anekal taluk|kasaba|30797|MUTTAGATTI|Anganwadi|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Muttagatti|562106|Opp Muttagatti Milk Dairy|Yellow Colour Building||Blue Colour Door|POINT(77.72072 12.70268)
 bangalore|anekal taluk|kasaba|30810|KUVEMPUNAGARA|Anganwadi|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Kuvempunagara|562106|Near GKHPS Kuvempunagara|Yellow Colour Building||Blue Colour Door|POINT(77.71171 12.69798)
 bangalore|anekal taluk|hennagara|30817|KONAMADIVALA|Anganwadi|co-ed|kannada|Sidi Hoskote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Konamadivala|562106|Besid G.K.L.P.S Konamadivala|White Colour Bulilding And Blue Colour Door|361|Sheet Building|POINT(77.69297 12.75038)
 bangalore|anekal taluk|kasaba|30820|KUVEMPUNAGARA B|Anganwadi|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Kuvempunagara|562106|Near GKHPS Kuvempunagara|Yellow Colour Building||Blue Colour Door|POINT(77.71185 12.70046)
 bangalore|anekal taluk|kasaba|30827|HOMPALAGHATTA|Anganwadi|co-ed|kannada|Samandur Panchayath, Venkanahalli Post, Kasaba Hobli, Anekal Taluk, Bangalore|Hompalaghatta|562106|Beside Basaweshwara Temple & Ashwath Katte|Yellow & White Colour Building||Blue Colour Door & Opp Big Water Tank (Over Tank)|POINT(77.69916 12.69533)
 bangalore|anekal taluk|kasaba|30838|MUTTAGATTI JANATHA COLONY|Anganwadi|co-ed|kannada|Besthamanhalli Post, Kasba Hobli, Anekal Taluk, Bangalore|Muttagatti Janatha Colony|562106|Near Brick Factory|Pink Colour Building||Blue Colour Shutter Door|POINT(77.71559 12.69951)
 bangalore|anekal taluk|hennagara|30896|MASTENAHALLI|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Mastena Halli|562106|Opposite Karagadamma Temple|Yellow Colour Building And Blue Colour Door|252E|Shhet Building|POINT(77.66766 12.78693)
 bangalore|anekal taluk|chandapura|30919|ADIGONDANAHALLI|Anganwadi|co-ed|kannada|Attibele to Muthanallur Main Road, Via Jigala, Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Adigondanahalli|567102|Opposite Adigondanahalli Bus Stop|White Colour Building|360 M, 350, 360 P, 359 A|Blue Colour Door|POINT(77.75122 12.81448)
 bangalore|anekal taluk|kasaba|30926|GUDDANAHALLI|Anganwadi|co-ed|kannada|Anekal To Hosur Road, Samandur Post, Kasba Hobli, Anekal Taluk, Bangalore|Guddanahalli|562106|Beside Basaweshwara Temple & Anjaneya Temple|Yellow Colour Building||Blue Colour Door|POINT(77.72428 12.68967)
 bangalore|anekal taluk|chandapura|30946|GUDDAHATTI|Anganwadi|co-ed|kannada|Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Guddahatti|567102|Near Ashraya Yojane|Yellow Colour Building & White Colour Compound|359|Infront Playground|POINT(77.74193 12.80375)
 bangalore|anekal taluk|dommasanddra|31328|NEKKUNDHI DOMNASANDRA|Anganwadi|co-ed|kannada|Muthasandra Post, Anekal Taluk, Sarjapura Hobli,|Nekundi Dommasandra|560087|Near Nekundi Dommasandra Bus Stop|Compound with Small Playground|323 H, 329 A|Cream Colour Building|POINT(77.77602 12.92766)
 bangalore|anekal taluk|dommasanddra|31331|JANTHAGONDANAHALLI|Anganwadi|co-ed|kannada|Muthasandra Post, Anekal Taluk, Sarjapura Hobli, Via Varthur||560087|Near Janth Gondanahalli Bus Stop|Cream Colour Building|329 A, 329 B, 323 B|Next to G.K.L.P.S Janth Gondanahalli|POINT(77.7858 12.92353)
 bangalore|anekal taluk|dommasanddra|31333|GOPASANDRA|Anganwadi|co-ed|kannada|Chandapura to Dommasandra Mai n Road,Muthanallur Post,Sarjapura Hobli,Anekal Taluk,Bangalore South|Gopasandra|560099|Inside GKHPS Gopasandra & Muthyalamma Temple|Green Colour Buiding|342B|Brown Colour Door & Infrount Main Road|POINT(77.73727 12.84795)
 bangalore|anekal taluk|dommasanddra|31334|SAMANAHALLI 1|Anganwadi|co-ed|kannada|Muthanallur Post, Sarjapura Hobli, Anekal Taluk, Bangalore South|Sammanahalli|560099|Near Big Water Tank|Blue Colour Building & Blue Colour Door|349 A|Opposite Water Tank|POINT(77.74705 12.83519)
 bangalore|anekal taluk|dommasanddra|31338|KOMMASANDRA|Anganwadi|co-ed|kannada|Dinne,dommasandra post,sarjapura hobli,anekal taluk,bangalore|Kommasandra|562125|Inside G.K.L.P.S kommasandra|Yellow colour & white colour building|342N|Infront play groubd|POINT(77.74427 12.86192)
 bangalore|anekal taluk|dommasanddra|31343|CHIKKATHIMMASANDRA|Anganwadi|co-ed|kannada|Muthanallur Post, Sarjapura Hobli, Anekal Taluk, Bangalore South|Chikkatimmasandra|560099|Inside G.K.L.P.S Chikkatimmasandra|Blue Colour Building & Blue Colour Door|349 F|Infront Playground|POINT(77.74451 12.84512)
 bangalore|anekal taluk|dommasanddra|31347|NARAYANAGHATTA|Anganwadi|co-ed|kannada|Chandapura Post,Huskur Post,Sarjapura Hobli,Anekal Taluk,Bangalore South|Narayana Gatta|560099|Beside GKLPS Narayana Gatta|Green Colour Building & Opp Gandhi Chowka|251|Yellow Colour Compound,& Blue Gate|POINT(77.72519 12.83633)
 bangalore|anekal taluk|hebbagodi|31357|GOOLIMANGALA|Anganwadi|co-ed|kannada|Huskur Post,Anekal Taluk|Gulli Mangalla|560099||White Colour Building||No Compound,No Play Ground|POINT(77.70418 12.85215)
 bangalore|anekal taluk|haragadde|31375|HONNAKALASAPURA|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Honna Kalasapura|562106|Next To Honna Kalasapura GLPS|No Compound & No Play Ground|366|White Colour Building|POINT(77.67972 12.72865)
 bangalore|anekal taluk|haragadde|31376|MADAPATTANA|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk|Madha Pattna|560105|Madha Pattna Bus Stop|White Colour Compound|365Z,366,372|& No Compound|POINT(77.64904 12.77224)
 bangalore|anekal taluk|haragadde|31379|LINGAPURA|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk|Lingapura|560105|Opp Cream Colour Water Tank|Cream Colour Building|366T|Play Ground & Green Colour Building|POINT(77.67962 12.76361)
 bangalore|anekal taluk|haragadde|31382|HARAGADDE|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk|Yashaswini Layout|560105|Government Opposite Road|Green Colour Compound|365Z,366,372||POINT(77.65504 12.76485)
 bangalore|anekal taluk|haragadde|31466|NOSENURU|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Jigani Hobli|Nosenuru||Behind GHPS|No Compound & No Play Ground|366F|Cream Colour Building|POINT(77.64933 12.7506)
 bangalore|anekal taluk|dommasanddra|31517|DOMMASANDRA JANATHACOLONY|Anganwadi|co-ed|kannada|Housing board road,dommasandra post,sarjapura hobli,anekal taluk,bangalore|Dommasandra janatha colony|562125|Near grama panchayath office|White and blue colour building|342,342A,342F,342R,G3|Green colour door|POINT(77.75086 12.88063)
 bangalore|anekal taluk|dommasanddra|33447|CHEMBENAHALLI|Anganwadi|co-ed|kannada|Sarjapur road,Dommasandra post,Sarjapura hobli,anekal taluk,bangalore|Chambenahalli|562125|Behind milk dairy|Yellow colour building|342J|Opposite water tank|POINT(77.7623 12.87991)
 bangalore|anekal taluk|dommasanddra|33448|HOUSING BOARD DOMMASANDDRA 'B'|Anganwadi|co-ed|kannada|Muthanallur Cross,Muthanallur Main Road,Dommasandra Post,Sarjapura Hobli,Anekal Taluk,Bangalore|Dommasandra Housing Board|562125|Opp Veeranjaneya Ground|White Colour Building & Brown Colour Door|342,342A,342F,342R,G3|White Colour Building & Brown Colour Gate & Opp Big Water Tank|POINT(77.73832 12.88583)
 bangalore|anekal taluk|dommasanddra|33450|DOMMASANDRA 'C'|Anganwadi|co-ed|kannada|Dommasandra Post,Sarjapura Hobli,Anekal Taluk,Bangalore|Dommasandra|562125|Near Grama Panchsysth Office|Yellow Colour Building|342,342A,342F,342R,G3|Blue  Colour doors|POINT(77.75257 12.87934)
 bangalore|anekal taluk|dommasanddra|33451|ITTANGURU|Anganwadi|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Taluk, Bangalore|Ittanguru|562125|Near Mariyamma Temple|White Colour Building|342N|Infont Play Ground|POINT(77.78968 12.88106)
 bangalore|anekal taluk|dommasanddra|33457|T C HALLI|Anganwadi|co-ed|kannada|Dommasandra post,sarjapura hobli,anekal taluk,bangalore|Tigalachoudenahalli|562125|Behind G.K.L.P.S Tigalachoudenahalli|Yellow colour building|342,342A,342F,342R,G3|Blue colour door|POINT(77.75819 12.88553)
 bangalore|anekal taluk|dommasanddra|33461|SINGENAHAGRAHARA|Anganwadi|co-ed|kannada|Chandapura to Dommasandra Mai n Road,Huskur Post,Sarjapura Hobli,Anekal Taluk,Bangalore South|Sir Gana Agrahara|562158|Inside GKHPS Sir Gana Agrahara|Yellow colour Building ,Yellow Colour Compound|351H|Blue  Colour doors,Blue colore Gate|POINT(77.71637 12.8364)
 bangalore|anekal taluk|sarjapura|33462|BOORUGUNTE|Anganwadi|co-ed|kannada|Sarjapura Post, Sarjapura Hobli, Anekal Taluk|Boorukunte|562125|Near Boorugunte Bus Stop|White Colour Building|600, 601, 328 H, 399 A||POINT(77.78287 12.84308)
 bangalore|anekal taluk|hennagara|33550|KEMPAVADARAHALLI|Anganwadi|co-ed|kannada|Sidihoskote Main Road, Sidihosakote Post, Kasaba Hobli, Anekal Taluk, Bangalore|Kempavadara Halli|562106|Near Ashwath Katte & GKLPS Kempavadara Halli|Pink Colour Building & Brown Colour Gate|361|Sheet Building|POINT(77.68805 12.74014)
 bangalore|anekal taluk|hennagara|33556|BYAGADADENAHALLI|Anganwadi|co-ed|kannada|Chandapura TO Anekal Main Road, Sidi Hosakote Post, Marasuru Hobli, Anekal Taluk, Bangalore|Byagadadena Halli|562106|Beside Basaveshwara Temple|Green Colour Building|356M, 361|Brown Colour Door|POINT(77.70252 12.75225)
 bangalore|anekal taluk|hennagara|33564|HENNAGARA(DENE)|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Hennagara Dinne|562106|Near Mahadeshwara Temple|White Colour Building And Red Colour Door|352, 352E|Sheet Building|POINT(77.67047 12.79566)
 bangalore|anekal taluk|hennagara|33567|MASTENAHALLI DINNE|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Mastenahalli Dinne|562106|Opposite Karagadamma Temple|Yellow Colour Building And Blue Colour Door|352E|Sheet Building|POINT(77.66074 12.78857)
 bangalore|anekal taluk|hennagara|33568|HENNAGARA|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Hennagara|562106|Inside G.K.H.P.S Hennagara|Yellow Colour Building And Blue Colour Door|352, 352E|Sheet Building|POINT(77.67479 12.78959)
 bangalore|anekal taluk|hennagara|33569|RAJAPURA|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Rajapura|562106|Beside G.K.L.P.S Rajapura And Near Rajapura Samstana Matta|Yellow Colour Building And Yellow Colour Compound|353F|Sheet Building And Blue Colour Door|POINT(77.6746 12.77643)
 bangalore|anekal taluk|hebbagodi|33666|KOODLU|Anganwadi|co-ed|kannada|Anekal Taluk, Madiwala Post|Kodulu|560068|Near Eshawara Temple|No Painted Compound, Playground||Cram Colour Building|POINT(77.65681 12.88883)
 bangalore|anekal taluk|hennagara|33571|HOSA HALLI . H|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|H. Hosahalli|562106|Inside G.K.L.P.S 'H. Hosahalli'|Yellow Colour Building And Blue Colour Door||Sheet Building And White Colour Compound And Black Colour Gate|POINT(77.67628 12.79583)
 bangalore|anekal taluk|hennagara|33572|RAMAKRISHNAPURA|Anganwadi|co-ed|kannada|Chandapura Post, Jigani Hobli, Anekal Taluk, Bangalore|Ramakrishna|562106|Compound Inside G.K.L.P.S Ramakrishnapura|White Colour And Bule Colour Door|353|Cement Stone Compound|POINT(77.694 12.78294)
 bangalore|anekal taluk|hennagara|33574|KACHANAYAKANAHALLI JANATHA COLONY|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Kachanayakana Halli Janatha Colony|562106|Inside Ganapathi Temple|Cement Building Temple||Brown Colour Door And Behind Big Water Tank|POINT(77.68205 12.80452)
 bangalore|anekal taluk|haragadde|33575|SEETHANAYAKANAHALLI|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk|Seetha Nayaka Halli|560105|Rajapura Main Road|White Colour Building|365Z,366,372|& No Compound|POINT(77.66029 12.76899)
 bangalore|anekal taluk|hennagara|33579|KACHANAYAKANAHALLI V/N|Anganwadi|co-ed|kannada|Bommasandra Industrial Area, Hennagara Post, Anekal Taluk, Jigani Hobli,, Bangalore|Kachanayakana Halli Vinayaka Nagar|560099|Near Poonam Furni Vigneshwara Temple|Green Colour Building||Blue Shutter Door|POINT(77.68054 12.80579)
 bangalore|anekal taluk|haragadde|33580|GOWRENAHALLI   B|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Gowrena Halli|562106|Near Kakka Malleshwara Temple|Home Style|232236||POINT(77.67893 12.71985)
 bangalore|anekal taluk|hennagara|33581|KACHANAYAKANAHALLI|Anganwadi|co-ed|kannada|Hennagara Post, Jigani Hobli, Anekal Taluk, Bangalore|Kachanayakana Halli|562106|Behind Basaveshwara Temple|Yellow Colour Building|352, 352E|Green Colour Door|POINT(77.68558 12.80022)
 bangalore|anekal taluk|kasaba|33582|AK COLONY|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|A.K.Colony|562106|Near Yallamma Temple|Green Colour Building||Blue Colour Door|POINT(77.69263 12.71431)
 bangalore|anekal taluk|kasaba|33587|BAHADOORPURA|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Bahadurpura|562106|Near Sowbhagya Kalyana Mantapa|Yellow Colour Building|361C, 356M|Blue Colour Door|POINT(77.70108 12.70308)
 bangalore|anekal taluk|haragadde|33588|MEDHAHALLI  A|Anganwadi|co-ed|kannada|Kasba Hobli, Anekal Taluk, Siddihosakote Post|Anekal Meddahalli|562106|Near Kakka Malleshwara Temple Road|Cream Colour Building||Play Ground & Cream Colour Building|POINT(77.67726 12.71454)
 bangalore|anekal taluk|haragadde|33592|BYADRAHALLI|Anganwadi|co-ed|kannada|Ingala Wadi Post, Anekal Taluk, Kasba Hobli|Byadarahalli|562106|Near Byadarahalli Bus Stop|No Painted Compound||White Colour Building|POINT(77.67722 12.70913)
 bangalore|anekal taluk|kasaba|33598|ASHRAYA YOJANA JANATHA COLONY|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Ashraya Yojana Janatha Colony|562106|Near Anjaneya Temple|Green Colour Building||Blue Colour Door|POINT(77.71054 12.69155)
 bangalore|anekal taluk|chandapura|33602|THIMMARAYASWAMI TEMPLE  ROAD|Anganwadi|co-ed|kannada|Hosur Main Road, Anekal Post, Anekal Town|KSRTC Colony|562106|Near Bahadurpura Bus Stop|Green Colour Building|361C, 356M|Brown Colour Shutter Door|POINT(77.70229 12.70443)
 bangalore|anekal taluk|kasaba|33615|MUNIVENKATAPPA BADAVANE|Anganwadi|co-ed|kannada|Venkateshwar Talkies Circle, Anekal Post, Anekal Post, Anekal Taluk,|Munivenkatappa Layout|562106|Near Anjaneya Temple|Green Colour Building & Sheet Building||Brown Colour Door|POINT(77.70021 12.71754)
 bangalore|anekal taluk|kasaba|33620|AYODHYA NAGARA|Anganwadi|co-ed|kannada|1st Cross, Chikkakere, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Ayyodya Nagara|562106|Near Aara Samrakshan Ghataka|Green Colour Building||Blue Colour Door|POINT(77.6969 12.70675)
 bangalore|anekal taluk|kasaba|33623|KEMPEGOWDANAGARA|Anganwadi|co-ed|kannada|Samandur Post, Kasaba Hobli, Anekal Taluk|Kempegowdanagar|562106|Inside Grama Panchayath Office(Samandur)|Yellow Colour Building & Grama Panchayath Building||Blue Colour Shutter Door|POINT(77.73461 12.69529)
 bangalore|anekal taluk|kasaba|33624|GANDHI NAGARA S|Anganwadi|co-ed|kannada|Samandur Road, Samandur Post, Kasaba Hobli, Anekal Taluk|S.Gandhinagara|562106|Behind Maramma Temple|Yellow Colour Building & White Colour Door||Sheet Building|POINT(77.74612 12.70884)
 bangalore|anekal taluk|hebbagodi|33636|KAMMASANDRA VADDARAPALYA|Anganwadi|co-ed|kannada|Electronic City Post, Anekal Taluk|Kammasandra Vaddarapalya|560100|Opposite Kammasandra Vaddarapalya Bus Stop|Cream Colour Building|350 D||POINT(77.69793 12.83469)
 bangalore|anekal taluk|hebbagodi|33637|HEBBAGODI A|Anganwadi|co-ed|kannada|Bommasandra Post, Anekal Taluk, Hosur Road|Hebbagodi|560099|Inside Hebbagodi Arch|Cream Colour Building|360, 373 M, 356, 351|Cream Colour Compound, No Playground|POINT(77.68152 12.82632)
 bangalore|anekal taluk|hebbagodi|33638|HEBBAGODI  C|Anganwadi|co-ed|kannada|Bommasandra Post, Anekal Taluk, Hosur Road|Hebbagodi|560099|Opposite Sri Maruthi Clinic Road|No Compound, No Playground||Cream Colour Building|POINT(77.67158 12.82504)
 bangalore|anekal taluk|hebbagodi|33641|HEBBAGODI  THIRUPALYA B|Anganwadi|co-ed|kannada|Bommasandra Post, Anekal Taluk|Thirupalya|560099|Near Thirupalya Bus Stop|G.K.L.P.S Thirupalya Road, White Colour Building|350 A, 600 FA|No Compound, No Playground|POINT(77.66882 12.82403)
 bangalore|anekal taluk|kasaba|33622|S THIMMASANDRA|Anganwadi|co-ed|kannada|Samandur Post, Kasaba Hobli, Anekal Taluk, Bangalore|S Thimmasandra|562106|Near S Thimmasandra Milk Dairy|Yellow Colour Building|0|Blue Colour Door|POINT(77.75 12.71)
 bangalore|anekal taluk|hebbagodi|33643|HEBBAGODI GOLLAHALLI|Anganwadi|co-ed|kannada|Electronic City Post, Anekal Taluk|T. Gollahalli|560100|Near Gollahalli Bus Stop|No Compound, No Playground|350 A, 600 FA|White Colour Building|POINT(77.6679 12.8297)
 bangalore|anekal taluk|hebbagodi|33646|KAMMASANDRA|Anganwadi|co-ed|kannada|Electronic City Post, Anekal Taluk|Kammasandra|560100|Opposite Kammasandra Bus Stop|White Colour Building|350 H|Inside G.K.H.P.S Kammasandra|POINT(77.69162 12.8304)
 bangalore|anekal taluk|hebbagodi|33647|CHIKKA NAGAMANGALA|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Chikanagamangala|560099|Opposite Chikanagamangala Bus Stop|No Compound, No Playground|349 D|Cream Colour Building|POINT(77.69519 12.85969)
 bangalore|anekal taluk|chandapura|33651|ANDAPURA|Anganwadi|co-ed|kannada|C/o Puttamma Building,Chandapura Post,Attibele Hobli,Anekala Taluk,Bangalore South|Andapura|560081|Behind Drakshi Totta|Green Colour Building & Brown Colour Door|256E|Sheet Building|POINT(77.7071 12.81633)
 bangalore|anekal taluk|chandapura|33657|AMBEDKAR NAGARA|Anganwadi|co-ed|kannada|Swamy Vivekananda School Road, Guddahatti Village, Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Ambedkar Nagar|567102|Opposite Jaipurya Silks Pvt. Ltd.|Yellow Colour Building|359|Brown Colour Door|POINT(77.73871 12.79257)
 bangalore|anekal taluk|chandapura|33658|BENDIGANAHALLI|Anganwadi|co-ed|kannada|Nerlur Post, Attibele Hobli, Anekal Taluk, Bangalore South|Bendiganahalli|567102|Near Anjaneya Temple|White Colour Building||Infront Passage(Jagalli)|POINT(77.74136 12.81413)
 bangalore|anekal taluk|hebbagodi|33662|THIRUPALYA A|Anganwadi|co-ed|kannada|Bommasandra Post, Anekal Taluk|Thirupalya|560099|Near Aladamara Bus Stop|No Compound, No Playground|350 A, 600 FA|Cream Colour Building|POINT(77.66896 12.8195)
 bangalore|anekal taluk|haragadde|33664|HARAGADDE  VADDARAPALYA|Anganwadi|co-ed|kannada|Hargadde Post, Anekal Taluk, Jigani Hobli|Hargadde Vaddara Palya|562107|Gangamma Temple|Cream Colour Building & Yellow & Red Flag|365||POINT(77.64478 12.7642)
 bangalore|anekal taluk|hebbagodi|33672|KA. VINAYAKA NAGARA|Anganwadi|co-ed|kannada|Electronic City Post, Anekal Taluk|Vinayaka Nagar|560100|Next to Sri Mahalingeshwara General Store||||POINT(77.68425 12.83333)
 bangalore|anekal taluk|hebbagodi|33673|YARANDAHALLI JANATHA COLONY|Anganwadi|co-ed|kannada|Hennagarahalli Post, Anekal Taluk|Janata Colony|560105|Near Yarandahalli Bus Stop|Godown Style|355 A||POINT(77.66995 12.81232)
 bangalore|anekal taluk|hebbagodi|33676|YARANDAHALLI|Anganwadi|co-ed|kannada|Hennagarahalli Post, Anekal Taluk||560105|Near Adarsh Bakery|No Compound, No Playground|355 A|Cream Colour Building|POINT(77.66782 12.80861)
 bangalore|anekal taluk|hebbagodi|33679|CHOODASANDRA|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Chudasandra|560099|Opposite Chudasandra Bus Stop Road|No Compound, No Playground|341 B|No Painted Building, Coconut Tree|POINT(77.68284 12.88926)
 bangalore|anekal taluk|hebbagodi|33681|VEERASANDRA|Anganwadi|co-ed|kannada|Electronic City Post, Anekal Taluk, Attibele Hobli|Veersandra|560100|Opposite Veersandra Bus Stop|G.K.H.P.S Veerasandra Building|365|White Colour Building|POINT(77.67371 12.83719)
 bangalore|anekal taluk|hebbagodi|33685|GHATTAHALLI|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Gattahalli|560099|Gattahalli bus Stop, Near Ashwath Katte|No Compound, No Playground|349 B|Cream Colour Building|POINT(77.70309 12.8684)
 bangalore|anekal taluk|kasaba|33687|WEAVERS COLONY(INDIRANAGAR)|Anganwadi|co-ed|kannada|1st Cross, Anekal Post, Anekal Town, Anekal Taluk, Bangalore|Weavers Colony (Indira Nagar)|562106|Near KSRTC Depot|Green Colour Building|361C, 356M|Brown Colour Shutter Door & Beside Provision Store|POINT(77.69872 12.7065)
 bangalore|anekal taluk|hebbagodi|33688|HUSKUR|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Huskur|560099|Near Huskur Bus Stop|No Compound, No Playground|349 B, 349 C, 349 D, 349 E, 349 F|White Colour Building|POINT(77.70493 12.86165)
 bangalore|anekal taluk|kasaba|33689|BHOVICOLONY|Anganwadi|co-ed|kannada|Anekal Post, Anekal Town, Anekal Taluk|Bhovi Colony|562106|Near Yallamma Temple|Green & White Colour Building||Sheet Building & Blue Colour Door|POINT(77.69805 12.71086)
 bangalore|anekal taluk|hebbagodi|33690|HUSKUR HAROHALLI|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Harohalli|560099|Near Aaladamara|Pink Colour Building, No Compound|249 J|No Playground|POINT(77.72028 12.86407)
 bangalore|anekal taluk|hebbagodi|33693|AVALAHALLI|Anganwadi|co-ed|kannada|Huskur Post, Anekal Taluk|Avalahalli|560099|Near Avalahalli Railway Gate|Inside G.K.L.P.S Avalahalli||Green Colour Building|POINT(77.7117 12.86935)
